"管理用番号","市町村コード","基準地番号・標準地番号(最新年)","地価調査・地価公示の別","用途","所在(市町村名)","所在(大字以降)","所在(住居表示)","経度(世界測地系)","緯度(世界測地系)","平成5年(1993)","平成6年(1994)","平成7年(1995)","平成8年(1996)","平成9年(1997)","平成10年(1998)","平成11年(1999)","平成12年(2000)","平成13年(2001)","平成14年(2002)","平成15年(2003)","平成16年(2004)","平成17年(2005)","平成18年(2006)","平成19年(2007)","平成20年(2008)","平成21年(2009)","平成22年(2010)","平成23年(2011)","平成24年(2012)","平成25年(2013)","平成26年(2014)","平成27年(2015)","平成28年(2016)","平成29年(2017)","平成30年(2018)","令和元年(2019)","令和２年(2020)","経度","緯度","分類"
"223","303828","日高(県)-3","地価調査","住宅","日高町","大字高家字藤ノ木６２０番４","","135.13988","33.92557","45000","45000","45000","44800","44800","44400","44200","44000","43800","43400","43000","42500","41500","40600","39600","38600","37600","35800","34000","32500","31200","29800","28900","28400","28000","27700","27400","27,100","135.139880000004","33.9255699999975","令和２年地価調査基準地"
"225","303836","由良(県)-1","地価調査","住宅","由良町","大字網代字西２０１番１３","","135.11587","33.96104","47000","47000","47000","46600","46400","46200","45900","45700","45600","44700","44000","43500","42500","40800","39200","37700","35900","33600","31400","29200","27500","26300","25400","24800","24300","23900","23400","22,800","135.115870000003","33.9610399999995","令和２年地価調査基準地"
"331","303836","由良(県)-2","地価調査","住宅","由良町","大字吹井字吹城９１０番１２","","135.1062432","33.96947175","","","","","","","","","","","","","","","","","","","","","","","","","","","19000","18,800","135.106243200003","33.9694717499984","令和２年地価調査基準地"
"227","303836","由良(県)-3","地価調査","住宅","由良町","大字衣奈字前田坪７６７番２","","135.10712","33.98855","","","","","","","","33500","33500","33500","33200","32800","32000","31000","30100","29300","28200","26900","25500","23800","22100","20900","20200","19700","19300","19000","18600","18,100","135.107120000005","33.9885499999979","令和２年地価調査基準地"
"229","303909","印南(県)-1","地価調査","住宅","印南町","大字島田字嶋田北側９８４番","","135.24022","33.79802","36300","36300","36300","36300","36300","36300","36300","36300","36100","35400","34700","34000","33300","32500","31900","30600","29100","27500","26100","25000","24000","23000","22300","21800","21300","20800","20400","20,000","135.240220000004","33.7980199999971","令和２年地価調査基準地"
"230","303909","印南(県)-2","地価調査","住宅","印南町","大字山口字不老ノ谷１３１８番","","135.22133","33.83016","27000","27000","27000","27000","27000","27000","27000","27000","26900","26400","25900","25500","25000","24500","24200","23400","22600","21500","20500","19600","19100","18600","18100","17700","17300","16900","16600","16,300","135.221330000003","33.8301599999976","令和２年地価調査基準地"
"341","303909","印南(県)-3","地価調査","住宅","印南町","大字印南字菖蒲谷２７６３番１６","","135.2254540","33.8160080","","","","","","","","","","","","","","","","","","","","","","","","","","","","24,300","135.225454000003","33.8160079999978","令和２年地価調査基準地"
"233","303917","みなべ(県)-1","地価調査","住宅","みなべ町","東岩代字丸山２０４５番","","135.28677","33.78489","19100","19100","19100","19100","19100","19100","19000","19000","19000","18600","18200","17800","17500","17200","17000","16500","16000","15500","15000","14500","13900","13500","13200","13000","12800","12700","12600","12,500","135.286770000005","33.7848899999968","令和２年地価調査基準地"
"234","303917","みなべ(県)-2","地価調査","住宅","みなべ町","堺字道筋４８３番５","","135.32959","33.74772","45000","45000","45000","45000","45000","44600","44300","44000","43600","42700","41500","40500","39500","38500","37700","36200","34900","33500","32000","30500","29000","27800","26800","25900","25200","24800","24500","24,100","135.329590000006","33.7477199999991","令和２年地価調査基準地"
"235","303917","みなべ(県)-3","地価調査","住宅","みなべ町","埴田字拜殿１５６番","","135.32554","33.76092","64000","64000","64000","64000","64000","63200","62700","62200","61600","60500","58700","57000","55500","53700","52400","50300","48300","46300","44000","41700","39700","38100","36800","35600","34600","34000","33600","33,100","135.325540000005","33.7609199999997","令和２年地価調査基準地"
"236","303917","みなべ(県)-4","地価調査","住宅","みなべ町","西本庄字久宗１２７１番２外","","135.32822","33.80694","53300","53300","53300","53300","53300","53300","53300","53300","53000","52000","51000","50000","49000","47500","46300","44400","42400","40500","38300","36300","34300","32900","31300","30000","29000","28100","27300","26,500","135.328220000003","33.8069399999999","令和２年地価調査基準地"
"294","303917","みなべ(県)5-1","地価調査","商業","みなべ町","北道字新町通り２５８番１","","135.32075","33.7681","","","","","","","","","","","","","","","","","","54500","52000","49500","47000","45100","43000","41000","39800","39000","38400","37,800","135.320750000004","33.7680999999995","令和２年地価調査基準地"
"239","303925","日高川(県)-1","地価調査","住宅","日高川町","大字小熊字法徳寺２３５７番９","","135.18313","33.90935","41500","41500","41500","41500","41500","41500","41300","41000","40700","40400","40000","39600","38900","37300","35800","34500","33200","31300","29800","28500","27400","26400","25500","25100","24800","24600","24300","24,000","135.183130000004","33.9093499999968","令和２年地価調査基準地"
"342","303925","日高川(県)-2","地価調査","住宅","日高川町","大字和佐字久保田６６５番７外","","135.2090750","33.8980480","","","","","","","","","","","","","","","","","","","","","","","","","","","","19,600","135.209075000006","33.8980479999974","令和２年地価調査基準地"
"243","303925","日高川(県)-3","地価調査","住宅","日高川町","大字川原河字堂ノ上ミ１９１番","","135.36757","33.98161","","","","","","","","","","14700","14600","14500","14300","14000","13500","13000","12500","11800","11100","10700","10200","9980","9780","9630","9400","9260","9120","8,960","135.367570000005","33.98161","令和２年地価調査基準地"
"242","303925","日高川(県)-4","地価調査","住宅","日高川町","大字坂野川字岩垣内３４４番１外","","135.29448","33.92791","10600","10600","10600","10600","10600","10600","10600","10600","10600","10600","10500","10400","10200","10000","9800","9500","9200","8700","8300","8000","7650","7420","7280","7170","7050","6940","6840","6,740","135.294480000003","33.9279099999979","令和２年地価調査基準地"
"301","303925","日高川(県)5-1","地価調査","商業","日高川町","大字小熊字大板２４０７番１０","","135.18605","33.91087","","","","","","","","","","","","","","","","","","","","34500","32800","32000","31400","31000","30500","30100","29700","29,400","135.186050000004","33.9108699999969","令和２年地価調査基準地"
"312","304018","白浜(県)-1","地価調査","住宅","白浜町","栄字小山２４３番１１外","","135.39318","33.6544","","","","","","","","","","","","","","","","","","","","","","30000","29400","29000","28600","28300","28000","27,600","135.393180000004","33.6543999999974","令和２年地価調査基準地"
"259","304042","上富田(県)5-1","地価調査","商業","上富田町","朝来字大沼２４５９番１３","","135.41902","33.69667","87600","86700","86000","85100","84000","83000","81000","79200","77400","75500","71000","66700","62500","58600","55500","52400","49000","45400","42200","39200","37500","36400","35300","34300","33400","32600","32100","31,500","135.419020000004","33.6966699999985","令和２年地価調査基準地"
"260","304069","すさみ(県)-1","地価調査","住宅","すさみ町","周参見字田中３９１５番","","135.49783","33.55369","","","","","","","","","","","","","","","","34300","33500","32600","31600","30100","28400","27700","27000","26300","25700","25100","24600","24,100","135.497830000007","33.5536899999988","令和２年地価調査基準地"
"261","304069","すさみ(県)-2","地価調査","住宅","すさみ町","周参見字大関２５１０番１","","135.50267","33.55937","28600","28600","28600","28600","28600","28600","28600","28600","28300","27900","27600","27300","27000","26500","26000","25500","25000","24400","23700","22700","22000","21500","21100","20700","20300","20000","19700","19,400","135.502670000007","33.5593699999984","令和２年地価調査基準地"
"262","304069","すさみ(県)-3","地価調査","住宅","すさみ町","江住字平１０１７番８","","135.60405","33.5129","","","","","","","","","","","","","","","","16500","16300","16000","15600","15000","14400","14100","13800","13600","13400","13200","13000","12,800","135.604050000008","33.5128999999987","令和２年地価調査基準地"
"264","304212","那智勝浦(県)-1","地価調査","住宅","那智勝浦町","大字下里字間所８８８番３","","135.92284","33.58043","54000","54000","54000","53500","53000","51200","50200","48500","46800","44500","42300","39500","37500","35800","34300","33000","31500","28800","26400","24200","21800","20700","20000","19400","18900","18300","17800","17,200","135.922840000005","33.5804299999972","令和２年地価調査基準地"
"267","304212","那智勝浦(県)-2","地価調査","住宅","那智勝浦町","大字湯川字門口２５６番６０","","135.9266","33.6229","58000","58000","58000","58000","58000","58000","58000","57200","56400","53200","49000","45500","42300","40000","37800","35800","33800","30800","28500","27000","25200","24200","23400","22500","21800","21200","20600","20,100","135.926600000006","33.6228999999984","令和２年地価調査基準地"
"266","304212","那智勝浦(県)-3","地価調査","住宅","那智勝浦町","大字朝日１丁目１４８番","","135.93843","33.62795","107000","107000","105000","105000","104000","100000","95500","91000","87700","82400","77500","71500","67200","63500","60000","57000","54000","48800","44800","41000","37000","35400","34300","32800","31700","30700","30100","29,500","135.938430000005","33.6279499999985","令和２年地価調査基準地"
"248","304018","白浜(県)-2","地価調査","住宅","白浜町","字小谷奥３１４３番５１","","135.34993","33.6822","82000","82000","82000","82000","82000","82000","80000","78000","76000","74000","71400","68600","66000","61200","56800","53000","50000","47000","44000","39800","37000","35500","34500","33800","33200","32700","32300","31,800","135.349930000006","33.6822000000014","令和２年地価調査基準地"
"252","304018","白浜(県)-3","地価調査","住宅","白浜町","日置字上廣小路８６０番","","135.44435","33.56457","","","","","","","","23500","23200","22800","22300","21800","21400","21100","20500","20000","19500","18800","18000","16500","16000","15600","15200","14800","14500","14200","14000","13,800","135.444350000006","33.5645699999989","令和２年地価調査基準地"
"250","304018","白浜(県)-4","地価調査","住宅","白浜町","堅田字櫛ケ峯２３９９番６９","","135.37857","33.67577","77000","76000","75000","74000","74000","73200","69000","65000","61000","55000","49600","44800","42500","40000","38000","36000","34000","32000","30800","29700","29000","29000","30000","31000","32000","32600","32900","32,900","135.378570000004","33.6757699999969","令和２年地価調査基準地"
"254","304018","白浜(県)5-1","地価調査","商業","白浜町","字上堀８９０番８８外","","135.34551","33.68508","","","350000","335000","325000","315000","300000","265000","233000","200000","172000","154000","138000","125000","116000","108000","102000","96000","91000","86000","83000","81000","80000","79500","79100","78800","78800","77,900","135.345510000005","33.6850800000013","令和２年地価調査基準地"
"256","304042","上富田(県)-1","地価調査","住宅","上富田町","岩田字大坊１７３７番１外","","135.44275","33.70722","40000","40600","41000","41000","41000","41000","41000","40500","40000","39500","38500","37000","35600","34600","33500","32400","31700","30800","29800","28900","28000","27400","26800","26400","26000","25600","25300","25,000","135.442750000007","33.7072199999995","令和２年地価調査基準地"
"257","304042","上富田(県)-2","地価調査","住宅","上富田町","朝来字馬ノ谷２３２３番２２","","135.41882","33.70218","48000","48000","48000","48000","48000","48000","47500","46800","46200","45500","44100","43000","41200","40000","38800","37500","36000","34300","32500","31500","30500","29900","29500","29200","28900","28700","28500","28,200","135.418820000004","33.7021799999991","令和２年地価調査基準地"
"258","304042","上富田(県)-3","地価調査","住宅","上富田町","生馬字両新田６４９番１","","135.42758","33.69279","55000","55000","55000","55000","55000","54500","54000","53500","53000","52200","50200","48300","46400","44800","43300","41700","40000","38000","36000","34000","32500","31500","30800","30300","29900","29500","29500","29,400","135.427580000006","33.6927900000004","令和２年地価調査基準地"
"268","304212","那智勝浦(県)5-1","地価調査","商業","那智勝浦町","大字北浜１丁目１６番","","135.94312","33.63069","150000","149000","146000","145000","142000","136000","129000","122000","115000","109000","103000","94500","88000","81400","76000","70500","64800","58300","52600","47000","42000","39700","37500","36300","35200","34100","33400","32,600","135.943120000005","33.6306899999984","令和２年地価調査基準地"
"271","304221","太地(県)-1","地価調査","住宅","太地町","大字太地字高塚６８４番１","","135.95014","33.58767","47500","47500","47500","47500","47500","47000","46500","45000","43600","40900","38000","35200","32800","31100","29500","28200","26800","25000","24000","23000","22000","21200","20600","20000","19600","19400","19200","19,000","135.950140000004","33.5876699999992","令和２年地価調査基準地"
"270","304221","太地(県)-2","地価調査","住宅","太地町","大字太地字暖海４１７０番","","135.94472","33.59614","58800","58800","58800","58800","58400","56600","55200","53700","52100","50000","48000","45000","42200","40000","38000","36000","34000","30600","27500","25000","22500","21500","20600","19200","18400","17800","17300","16,900","135.944720000004","33.5961399999993","令和２年地価調査基準地"
"332","304247","古座川(県)-1","地価調査","住宅","古座川町","三尾川字律ノ上ヱ４６２番１２","","135.6806144","33.55150352","","","","","","","","","","","","","","","","","","","","","","","","","","","4960","4,910","135.680614400004","33.5515035200017","令和２年地価調査基準地"
"274","304247","古座川(県)-2","地価調査","住宅","古座川町","鶴川字柳谷１１６番","","135.74503","33.52812","13600","13600","13600","13600","13600","13600","13500","13400","13300","13100","12900","12600","12300","12000","11700","11300","10800","10200","9590","9010","8470","8400","8360","8300","8240","8180","8120","8,060","135.745030000004","33.5281199999982","令和２年地価調査基準地"
"323","304247","古座川(県)-3","地価調査","住宅","古座川町","高池字宮之下モ１８７番１","","135.820795","33.526375","","","","","","","","","","","","","","","","","","","","","","","","","21200","20500","19900","19,500","135.820795000002","33.526374999999","令和２年地価調査基準地"
"279","304271","北山(県)-1","地価調査","住宅","北山村","大字大沼字中里１９６番","","135.96364","33.93074","","","","","","","","","","16500","16200","15700","15200","14700","14100","13700","13300","12900","12500","12200","11500","11000","10600","10300","10100","9900","9700","9,400","135.963640000007","33.9307399999991","令和２年地価調査基準地"
"308","304280","串本(県)-1","地価調査","住宅","串本町","上野山２１８番","","135.83352","33.51734","","","","","","","","","","","","","","","","","","","","","22900","24000","24500","25000","25300","25600","25900","26,000","135.833520000002","33.5173399999999","令和２年地価調査基準地"
"281","304280","串本(県)-2","地価調査","住宅","串本町","潮岬字上地１７０３番１外","","135.76092","33.44778","33300","33300","33300","33300","33300","33300","32700","32500","32100","31400","30600","29800","29000","28300","28000","27800","27000","25500","24000","23600","23400","24000","23700","23700","23900","23900","24000","24,000","135.760920000002","33.4477799999993","令和２年地価調査基準地"
"282","304280","串本(県)-3","地価調査","住宅","串本町","串本２２００番","","135.78676","33.47938","80000","80000","80000","80000","79000","78000","76800","74800","72800","70600","67600","64500","61600","58600","55700","52200","48700","45000","40600","36400","32700","30000","28700","27000","25400","24100","23200","22,400","135.786760000004","33.4793799999997","令和２年地価調査基準地"
"286","304280","串本(県)5-1","地価調査","商業","串本町","串本字中地生１７３５番９１外","","135.78149","33.47025","161000","159000","159000","157000","156000","153000","149000","143000","135000","128000","114000","102000","91300","84900","79000","73500","68000","62500","56300","51200","46500","43700","41000","39000","37100","35900","34800","33,500","135.781490000007","33.4702500000004","令和２年地価調査基準地"
"287","302015","和歌山(林)-1","地価調査","林地","和歌山市","西庄字駒井谷１１６３番","","135.10798","34.27011","","","","","6500000","6000000","5700000","5100000","4340000","3900000","3550000","3200000","2500000","2250000","2050000","1850000","1670000","1540000","1410000","1300000","1200000","1110000","1050000","993000","930000","873000","840000","806,000","135.10798","34.2701100000006","令和２年地価調査基準地"
"324","302066","和歌山(林)-2","地価調査","林地","田辺市","龍神村甲斐ノ川字玉谷１２９１番１","","135.436634","33.906828","","","","","","","","","","","","","","","","","","","","","","","","","10300","10300","10300","10,300","135.436634000007","33.9068280000002","令和２年地価調査基準地"
"22","302015","【旧】和歌山(県)-22(平成24年廃止)","地価調査(廃止地点)","住宅","和歌山市","中字宮東３２８番５","","135.143289","34.26409088","115000","115000","115000","112000","111000","107000","97000","89000","83200","75500","67600","60500","54500","51200","48100","48100","46900","46000","45100","","","","","","","","","","135.143289000003","34.2640908799979","地価調査基準地(廃止地点)"
"27","302015","【旧】和歌山(県)-27(平成22年廃止)","地価調査(廃止地点)","住宅","和歌山市","加太字楠ノ木７４６番６１","","135.0794562","34.27334071","99500","99500","99500","98000","96500","92600","84500","78400","73300","68200","63000","58200","54000","51800","49700","48000","45500","","","","","","","","","","","","135.0794562","34.273340709998","地価調査基準地(廃止地点)"
"28","302015","【旧】和歌山(県)-28(平成25年廃止)","地価調査(廃止地点)","住宅","和歌山市","吹上４丁目６番１５","吹上４－２－３１","135.1720139","34.21616873","350000","340000","326000","309000","287000","260000","235000","223000","212000","201000","190000","180000","178000","178000","178000","178000","176000","173000","171000","171000","","","","","","","","","135.172013900004","34.2161687299983","地価調査基準地(廃止地点)"
"32","302015","【旧】和歌山(県)-32(平成22年廃止)","地価調査(廃止地点)","住宅","和歌山市","有本字焼野５７７番３４","","135.1930391","34.24963433","144000","144000","142000","141000","140000","136000","128000","118000","114000","108000","101000","96000","91000","85000","83300","78300","72900","","","","","","","","","","","","135.193039100002","34.2496343299972","地価調査基準地(廃止地点)"
"33","302015","【旧】和歌山(県)-33(平成23年廃止)","地価調査(廃止地点)","住宅","和歌山市","西庄字清田２５０番６","","135.1195799","34.25949697","","","","","134000","123000","110000","100000","91500","84300","78800","71300","65700","63200","61900","60500","58500","56200","","","","","","","","","","","135.119579900002","34.2594969699983","地価調査基準地(廃止地点)"
"34","302015","【旧】和歌山(県)-34(平成22年廃止)","地価調査(廃止地点)","住宅","和歌山市","園部字柳谷１６１３番７３","","135.1982025","34.27018572","113000","113000","112000","112000","110000","98500","86800","81000","75300","66500","58000","53000","48400","45500","42000","40000","38500","","","","","","","","","","","","135.198202500003","34.2701857199975","地価調査基準地(廃止地点)"
"35","302015","【旧】和歌山(県)-35(平成22年廃止)","地価調査(廃止地点)","住宅","和歌山市","木ノ本字東岩目２９５番９","","135.1256815","34.25923509","130000","130000","130000","128000","124000","115000","104000","94000","85000","80000","74000","68000","61000","57300","56000","55500","53800","","","","","","","","","","","","135.125681500003","34.259235089998","地価調査基準地(廃止地点)"
"36","302015","【旧】和歌山(県)-36(平成22年廃止)","地価調査(廃止地点)","住宅","和歌山市","土入字江田２８番１９","","135.1421973","34.25248003","","","","148000","143000","137000","124000","115000","106000","98000","90800","84000","77700","73800","73800","71000","68500","","","","","","","","","","","","135.142197300003","34.2524800299983","地価調査基準地(廃止地点)"
"37","302015","【旧】和歌山(県)-37(平成22年廃止)","地価調査(廃止地点)","住宅","和歌山市","船所字西ノ口３番１１","","135.179666","34.25280469","122000","122000","121000","121000","116000","111000","98600","91000","85300","80700","77500","74000","70000","67700","65500","63500","61500","","","","","","","","","","","","135.179666000002","34.2528046899976","地価調査基準地(廃止地点)"
"52","302015","【旧】和歌山(県)5-11(平成22年廃止)","地価調査(廃止地点)","商業","和歌山市","北野字中尾３０６番７","","135.2478971","34.26922845","","","","","","135000","122000","115000","109000","102000","96000","88300","81200","76500","74000","72400","70000","","","","","","","","","","","","135.247897100004","34.2692284499978","地価調査基準地(廃止地点)"
"53","302015","【旧】和歌山(県)5-12(平成22年廃止)","地価調査(廃止地点)","商業","和歌山市","和歌浦西１丁目３８５番４","和歌浦西１－１－１４","135.1696831","34.19793985","389000","358000","305000","262000","230000","207000","190000","178000","165000","154000","143000","132000","121000","115000","110000","108000","105000","","","","","","","","","","","","135.169683100004","34.1979398499975","地価調査基準地(廃止地点)"
"54","302015","【旧】和歌山(県)5-13(平成22年廃止)","地価調査(廃止地点)","商業","和歌山市","和歌浦東３丁目６４７番２０","和歌浦東３－５－５１","135.1778365","34.18824031","","","","","","","","","","154000","141000","131000","121000","118000","115000","114000","110000","","","","","","","","","","","","135.177836500003","34.1882403099977","地価調査基準地(廃止地点)"
"58","302015","【旧】和歌山(県)5-17(平成22年廃止)","地価調査(廃止地点)","商業","和歌山市","毛革屋丁２２番","","135.1826681","34.23090575","","","","","570000","501000","432000","389000","346000","305000","273000","240000","220000","207000","207000","205000","200000","","","","","","","","","","","","135.182668100003","34.2309057499967","地価調査基準地(廃止地点)"
"64","302015","【旧】和歌山(県)7-3(平成22年廃止)","地価調査(廃止地点)","準工","和歌山市","東布経丁３丁目１番","","135.171829","34.23953968","","","","","","198000","180000","169000","159000","150000","134000","125000","117000","115000","114000","112000","106000","","","","","","","","","","","","135.171829000006","34.2395396799989","地価調査基準地(廃止地点)"
"69","302015","【旧】和歌山(県)10-4(平成24年廃止)","地価調査(廃止地点)","調区","和歌山市","中字枇杷谷５８３番４１","","135.1471977","34.27042114","","","","","","","","","","","","","","","","62500","61800","60500","60500","","","","","","","","","","135.147197700003","34.2704211399979","地価調査基準地(廃止地点)"
"77","302023","【旧】海南(県)-8(平成22年廃止)","地価調査(廃止地点)","住宅","海南市","且来字井ノ浦４３６番４","","135.2458843","34.17297777","","","","","","","","","","","","48300","45400","43000","40900","39300","38100","","","","","","","","","","","","135.245884300003","34.1729777699959","地価調査基準地(廃止地点)"
"81","302023","【旧】海南(県)5-1(平成23年廃止)","地価調査(廃止地点)","商業","海南市","船尾字居村濱１５４番８","","135.203082","34.16106521","","","","","","","","","","","","108000","100000","94000","89500","86100","82700","79100","","","","","","","","","","","135.203082000006","34.161065209996","地価調査基準地(廃止地点)"
"115","302066","【旧】田辺(県)-2(平成25年廃止)","地価調査(廃止地点)","住宅","田辺市","文里２丁目７３２番３１４","文里２－２０－６","135.3891114","33.71903331","100000","100000","100000","100000","100000","98500","94000","88500","85000","80500","76000","71500","65000","62400","58000","54500","52000","49700","46700","43500","","","","","","","","","135.389111400005","33.719033309999","地価調査基準地(廃止地点)"
"124","302066","【旧】田辺(県)-11(平成22年廃止)","地価調査(廃止地点)","住宅","田辺市","龍神村殿原字天方４８１番","","135.5313337","33.8978236","3550","3550","3550","3550","3550","3550","3550","3550","3550","3550","3520","3490","3450","3420","3350","3300","3290","","","","","","","","","","","","135.531333700006","33.8978235999987","地価調査基準地(廃止地点)"
"132","302066","【旧】田辺(県)5-1(平成25年廃止)","地価調査(廃止地点)","商業","田辺市","北新町１６番","","135.3802954","33.73344909","","300000","288000","282000","278000","266000","234000","209000","179000","150000","132000","119000","108000","98200","91500","84200","78700","70800","63200","60500","","","","","","","","","135.380295400005","33.7334490899982","地価調査基準地(廃止地点)"
"136","302066","【旧】田辺(県)7-1(平成25年廃止)","地価調査(廃止地点)","準工","田辺市","上の山１丁目１０３９番１１","上の山１－１２－６","135.3651372","33.73729509","94000","94000","93000","92500","92000","90000","84000","79000","75200","71000","66500","62200","58100","54500","51500","48500","45600","43300","41000","38500","","","","","","","","","135.365137200007","33.7372950899973","地価調査基準地(廃止地点)"
"145","302074","【旧】新宮(県)5-3(平成24年廃止)","地価調査(廃止地点)","商業","新宮市","熊野川町能城山本字上ヱ地１２３番２外","","135.8775424","33.7978944","22300","22300","22300","22300","22300","21900","21600","21600","20900","20600","20000","19500","19000","18300","17600","16800","16100","15200","14300","","","","","","","","","","135.877542400002","33.7978943999987","地価調査基準地(廃止地点)"
"146","302074","【旧】新宮(県)7-1(平成25年廃止)","地価調査(廃止地点)","準工","新宮市","新宮字鴻田３５６０番１０外","","135.9885543","33.71049821","","98000","98000","98000","98000","97000","96300","86000","82000","80500","78500","76500","75000","72300","70000","68000","64000","61500","57800","54000","","","","","","","","","135.988554300004","33.7104982100019","地価調査基準地(廃止地点)"
"165","302082","【旧】紀の川(県)5-3(平成24年廃止)","地価調査(廃止地点)","商業","紀の川市","名手市場字風呂ノ谷６７７番１","","135.4339057","34.27517355","96000","96000","94000","92000","90200","87500","80000","75000","70500","65000","58500","52700","47500","44000","41300","39500","37000","34200","31500","","","","","","","","","","135.433905700005","34.2751735499979","地価調査基準地(廃止地点)"
"177","303046","【旧】紀美野(県)-1(平成22年廃止)","地価調査(廃止地点)","住宅","紀美野町","動木字下墓尾１１３番１０","","135.3062401","34.16586359","66600","66600","66600","66600","66600","65900","65500","64800","64100","63100","62100","59500","58500","56300","54000","51500","47800","","","","","","","","","","","","135.306240100007","34.1658635899968","地価調査基準地(廃止地点)"
"188","303411","【旧】かつらぎ(県)-5(平成22年廃止)","地価調査(廃止地点)","住宅","かつらぎ町","大字花園新子字上垣内７４番","","135.5495063","34.1325014","4000","4000","4000","4000","4000","4000","4000","4000","3900","3800","3750","3700","3650","3600","3560","3520","3400","","","","","","","","","","","","135.549506300004","34.1325013999994","地価調査基準地(廃止地点)"
"190","303437","【旧】九度山(県)-1(平成22年廃止)","地価調査(廃止地点)","住宅","九度山町","大字九度山字上古曽部１２２２番５","","135.5591975","34.28695129","63000","63000","63000","63000","62000","61000","59000","57500","56400","53000","49000","46000","42400","40000","38800","37800","36500","","","","","","","","","","","","135.559197500003","34.2869512899987","地価調査基準地(廃止地点)"
"193","303437","【旧】九度山(県)5-1(平成22年廃止)","地価調査(廃止地点)","商業","九度山町","大字九度山字稲垣１４７１番２","","135.5590665","34.29059592","95500","95500","93500","93500","93000","92000","88000","84000","80000","75200","68500","63000","57400","52800","49600","47400","45500","","","","","","","","","","","","135.559066500003","34.2905959199985","地価調査基準地(廃止地点)"
"206","303623","【旧】広川(県)5-1(平成25年廃止)","地価調査(廃止地点)","商業","広川町","大字広字濱添３１８番１１外","","135.1756917","34.02871741","","","","","","","","","","","","62400","58700","55200","53000","51000","48500","45500","42300","39700","","","","","","","","","135.175691700008","34.0287174099936","地価調査基準地(廃止地点)"
"272","304221","【旧】太地(県)5-1(平成22年廃止)","地価調査(廃止地点)","商業","太地町","大字太地字新屋敷３３７６番","","135.9448189","33.59027894","","","","","","54000","52400","51000","49500","47000","45000","42500","40300","38700","36800","35000","33100","","","","","","","","","","","","135.944818900004","33.5902789399997","地価調査基準地(廃止地点)"
"209","303666","【旧】有田川(県)-3(平成22年廃止)","地価調査(廃止地点)","住宅","有田川町","大字下津野字中吉１７２０番２","","135.2191999","34.06092455","51000","51000","51000","51000","51000","50500","49500","48800","48300","48100","47800","47700","47200","46900","46900","46900","45900","","","","","","","","","","","","135.219199900003","34.0609245499933","地価調査基準地(廃止地点)"
"220","303810","【旧】美浜(県)5-1(平成22年廃止)","地価調査(廃止地点)","商業","美浜町","大字和田字松原１１３８番１２４","","135.1354949","33.89386121","96000","96000","94000","93000","92500","92000","91300","91000","90800","89000","85400","81100","76500","72000","67000","62000","57100","","","","","","","","","","","","135.135494900004","33.8938612099992","地価調査基準地(廃止地点)"
"237","303917","【旧】みなべ(県)-5(平成22年廃止)","地価調査(廃止地点)","住宅","みなべ町","島之瀬字上勘解由寺２６３番１","","135.3624268","33.84183192","10000","10000","10000","10000","10000","10000","10000","10000","10000","9800","9600","9400","9200","9000","8900","8630","8370","","","","","","","","","","","","135.362426800006","33.8418319199998","地価調査基準地(廃止地点)"
"238","303917","【旧】みなべ(県)5-1(平成22年廃止)","地価調査(廃止地点)","商業","みなべ町","南道字通町５３番","","135.3193822","33.76855487","90000","89000","89000","88000","87500","85800","84800","84000","82700","80200","77000","74000","71000","68000","65600","61700","58000","","","","","","","","","","","","135.319382200004","33.7685548699995","地価調査基準地(廃止地点)"
"246","303925","【旧】日高川(県)5-1(平成24年廃止)","地価調査(廃止地点)","商業","日高川町","大字土生字鳥居之前１４２番１内","","135.1844225","33.91183939","","","","","","","","","","54600","54000","53000","51500","49400","47400","45500","43600","41400","39200","","","","","","","","","","135.184422500004","33.9118393899967","地価調査基準地(廃止地点)"
"251","304018","【旧】白浜(県)-5(平成22年廃止)","地価調査(廃止地点)","住宅","白浜町","市鹿野字水引９７３番１外","","135.535094","33.65635691","9600","9500","9300","9300","9300","9200","9200","9200","9100","9000","8900","8700","8500","8400","8100","7900","7700","","","","","","","","","","","","135.535094000003","33.6563569100018","地価調査基準地(廃止地点)"
"263","304069","【旧】すさみ(県)5-1(平成22年廃止)","地価調査(廃止地点)","商業","すさみ町","周参見字堀地４０３７番１","","135.4970221","33.5501441","","","","","","","","","","","","","","","43200","42000","40500","","","","","","","","","","","","135.497022100008","33.5501440999981","地価調査基準地(廃止地点)"
"93","302031","【旧】橋本(県)-9(平成27年廃止)","地価調査(廃止地点)","住宅","橋本市","恋野字中切２３０７番２","","135.6605106","34.3223565","26000","26000","26000","26000","26000","26000","25700","25400","25000","24700","23800","23200","21300","20500","20200","20000","19400","18500","17900","17300","16700","16200","","","","","","","135.660510600005","34.3223564999982","地価調査基準地(廃止地点)"
"168","302091","【旧】岩出(県)-1(平成27年廃止)","地価調査(廃止地点)","住宅","岩出市","山崎字東口５２番６４","","135.320963","34.24561785","74500","74500","73000","69400","68500","66600","61000","56800","53300","49500","46000","42200","37500","34900","33500","32300","30500","29700","29000","28400","28200","27500","","","","","","","135.320963000008","34.2456178499982","地価調査基準地(廃止地点)"
